          77           1           1           1
          78           1           1           1
          79           1           1           1
          78           2           1           1
          79           2           1           1
          13           3           1           1
          14           3           1           1
          15           3           1           1
          16           3           1           1
          17           3           1           1
          78           3           1           1
          79           3           1           1
          16           4           1           1
          17           4           1           1
          79           4           1           1
          18           5           1           1
          79           5           1           1
          19           6           1           1
          19           7           1           1
          20           7           1           1
          21           7           1           1
          22           7           1           1
          23           7           1           1
          24           7           1           1
          25           7           1           1
          26           7           1           1
          27           7           1           1
          28           7           1           1
          87           7           1           1
          88           7           1           1
          89           7           1           1
          90           7           1           1
          22           8           1           1
          23           8           1           1
          24           8           1           1
          25           8           1           1
          26           8           1           1
          27           8           1           1
          88           8           1           1
          89           8           1           1
          90           8           1           1
          91           8           1           1
          92           8           1           1
          22           9           1           1
          23           9           1           1
          24           9           1           1
          25           9           1           1
          26           9           1           1
          64           9           1           1
          65           9           1           1
          89           9           1           1
          90           9           1           1
          91           9           1           1
          21          10           1           1
          22          10           1           1
          23          10           1           1
          24          10           1           1
          25          10           1           1
          48          10           1           1
          64          10           1           1
          65          10           1           1
          66          10           1           1
          67          10           1           1
          89          10           1           1
          90          10           1           1
          23          11           1           1
          24          11           1           1
          25          11           1           1
          47          11           1           1
          63          11           1           1
          64          11           1           1
          65          11           1           1
          68          11           1           1
          89          11           1           1
          90          11           1           1
          24          12           1           1
          25          12           1           1
          46          12           1           1
          47          12           1           1
          62          12           1           1
          63          12           1           1
          64          12           1           1
          43          13           1           1
          44          13           1           1
          45          13           1           1
          46          13           1           1
          62          13           1           1
          63          13           1           1
          43          14           1           1
          44          14           1           1
          45          14           1           1
          46          14           1           1
          61          14           1           1
          62          14           1           1
          63          14           1           1
          42          15           1           1
          43          15           1           1
          44          15           1           1
          45          15           1           1
          46          15           1           1
          61          15           1           1
          62          15           1           1
          63          15           1           1
         110          15           1           1
           1          16           1           1
           4          16           1           1
          41          16           1           1
          42          16           1           1
          43          16           1           1
          44          16           1           1
          45          16           1           1
          61          16           1           1
           1          17           1           1
           2          17           1           1
           3          17           1           1
           4          17           1           1
           5          17           1           1
           6          17           1           1
           7          17           1           1
          40          17           1           1
          41          17           1           1
          42          17           1           1
          43          17           1           1
          44          17           1           1
          45          17           1           1
          68          17           1           1
          69          17           1           1
         110          17           1           1
           1          18           1           1
           2          18           1           1
           3          18           1           1
           4          18           1           1
           5          18           1           1
           6          18           1           1
           7          18           1           1
           8          18           1           1
          40          18           1           1
          41          18           1           1
          42          18           1           1
