          78           1           1           1
          16           3           1           2
          26           7           1           2
          23           8           1           2
          24           8           1           2
          25           8           1           2
          26           8           1           2
          89           8           1           3
          90           8           1           4
          23           9           1           2
          24           9           1           2
          25           9           1           2
          89           9           1           5
          24          10           1           2
          65          10           1           1
          44          13           1           2
          45          13           1           2
          46          13           1           2
          43          14           1           2
          44          14           1           2
          45          14           1           2
          46          14           1           2
          43          15           1           2
          44          15           1           2
          45          15           1           2
          42          16           1           2
          43          16           1           2
          44          16           1           2
          45          16           1           2
           2          17           1           6
           3          17           1           7
           4          17           1           8
           5          17           1           9
          41          17           1           2
          42          17           1           2
          43          17           1           2
          44          17           1           2
          45          17           1           2
           2          18           1          10
           3          18           1          10
           4          18           1          10
           5          18           1          10
           6          18           1          10
           7          18           1          10
          40          18           1           2
          41          18           1           2
          42          18           1           2
          43          18           1           2
          44          18           1           2
          45          18           1           2
           2          19           1          10
           3          19           1          10
           4          19           1          10
           5          19           1          10
           6          19           1          10
           7          19           1          10
          39          19           1           2
          40          19           1           2
          41          19           1           2
          42          19           1           2
          43          19           1           2
          44          19           1           2
          69          19           1           1
           2          20           1          10
           3          20           1          10
           4          20           1          10
           5          20           1          10
           6          20           1          10
           7          20           1          10
           8          20           1          10
          37          20           1           2
          38          20           1           2
          39          20           1           2
          40          20           1           2
          41          20           1           2
          42          20           1           2
          43          20           1           2
          44          20           1           2
          69          20           1           1
           2          21           1          10
           3          21           1          10
           4          21           1          10
           5          21           1          10
           6          21           1          10
           7          21           1          10
           8          21           1          10
           9          21           1          10
          33          21           1           2
          34          21           1           2
          35          21           1           2
          36          21           1           2
          37          21           1           2
          38          21           1           2
          39          21           1           2
          40          21           1           2
          41          21           1           2
          42          21           1           2
          43          21           1           2
          68          21           1           1
          69          21           1           1
          70          21           1           1
           2          22           1          10
           3          22           1          10
           4          22           1          10
           5          22           1          10
           6          22           1          10
           7          22           1          10
           8          22           1          10
           9          22           1          10
          33          22           1           2
          34          22           1           2
          35          22           1           2
          36          22           1           2
          37          22           1           2
          38          22           1           2
          67          22           1           1
          68          22           1           1
          69          22           1           1
          70          22           1           1
          71          22           1           1
          72          22           1           1
           2          23           1          10
           3          23           1          10
           4          23           1          10
           5          23           1          10
           6          23           1          10
           7          23           1          10
           8          23           1          10
           9          23           1          10
          10          23           1          10
          34          23           1           2
          35          23           1           2
          36          23           1           2
          37          23           1           2
          64          23           1           1
          65          23           1           1
          66          23           1           1
          67          23           1           1
          68          23           1           1
          69          23           1           1
          70          23           1           1
          71          23           1           1
          72          23           1           1
           2          24           1          10
           3          24           1          10
          35          24           1           2
          64          24           1           1
          65          24           1           1
          66          24           1           1
          67          24           1           1
          68          24           1           1
          69          24           1           1
          70          24           1           1
          71          24           1           1
          72          24           1           1
          64          25           1           1
          65          25           1           1
          66          25           1           1
          67          25           1           1
          68          25           1           1
          69          25           1           1
          70          25           1           1
          71          25           1           1
          72          25           1           1
